Degree,Laser Distance,Intensity,Error,Actual Distance
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5875
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5850
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5825
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5800
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5775
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5750
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5725
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5700
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5675
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5650
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5625
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5600
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5575
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5550
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
1,-492.0,0,8035,5525
